~–(g)kayugu-	to be able to V; can V	qiyakayuguuq ‘he can cry’ (from qiya- ‘to cry’); neghegkayuguuq or neqayuguuq ‘he can eat’; neghegkayugaa ‘he can eat it’ (from negh<e>- ‘to eat’); aqfaatkayuguuq or aqfaaskayuguuq ‘he can run’ (from aqfaate- ‘to run’); laalightekayuguuq ‘he can visit’ (from laalighte- ‘to visit’); pugimaqayuguuq ‘he can swim’ (from pugimagh- ‘to swim’); ilagaqayuguuq ‘he can sing hymns’ (from ilagagh- ‘to sing hymns’); iitqayuguuq ‘he can go in’ (from itegh- ‘to go in’)	-(х)каюгу-	
~–(g)kayugughte-	to become able to V	aqfaatkayuguuq or aqfaaskayugughtuq ‘he has become able to run’ (from aqfaate- ‘to run’)	-(х)каюгуҳты-	
~–(g)kayuk	one that V-s readily; one who is able to V	aghulakayuguk ‘one who is able to dance’ (from aghula- ‘to dance’)	-(х)каюк	
-gaq*	young N; baby N; little N; one like N	see –ghaq*		
-ggalek	how V it is!; how much N it has!	see ~sf–ghhalek		
-ggaq*	little N; small N; bit of N	see –ghhaq*		
?(gh/l)i-	become V	non-productive; attachment pattern not entirely predictable; used with adjectival bases; examples: takelliiq ‘it got shorter’ (lexicalized; paradoxically from the root take- as in taake- ‘to be long ‘, but note also takestaaghhaq, 'short thing'); angliiq ‘he grew’ (from the root ange- as in aange- ‘to be big’); pinighiiq ‘it got better’ (from pinigh- ‘to be good’); metughiiq ‘it grew louder’ (from metu- ‘to be loud’ ); teggiiq 'it hardened, stiffened' (from root tegge- 'hard'); sukaghiiq ‘he/it has become fast’ (from root suka- as in sukatuq ‘he/it is fast’ and sukaghhalek ‘so fast!)	-(ӷ-л)и-	
–ghaq*	young N; baby N; little N; one like N	non-productive; forms with this postbase are generally lexicalized; aghnaghaq ‘girl’ (from aghnaq ‘woman’); kaviighaq ‘young fox’ (from kaviiq ‘fox’); qikmighaq ‘puppy’ (from qikmiq ‘dog’); afsengaghaq ‘baby mouse’ (from afsengaq ‘mouse’); naayvaghaq ‘little lake’ (from naayvaq ‘lake’); kiiwaq ‘little river; creek’ (from kiikw ‘river’); itegaq ‘foot’ (from itek ‘toe cap of boot’); amighaq ‘skin prepared for a boat’ (from amiq ‘skin’); ateghaq ‘alternate name’ (from ateq ‘name’); manughaq ‘front of house’ (from manu ‘front’); qesighaq ‘mist’ (from qesiq ‘spittle’); qiipaghaq ‘cloth; cloth cover parka’ (from qiipaq ‘thread’); possibly also, ighneghaq ‘intestine’ (from ighneq ‘son’, though the semantic connection is not clear) 	-ӷақ	
-ghha-	command or request former	see ~sf–gga-/~sf–ghha-		
–ghhaq*	little N; small N; bit of N	used (only?) with consonant-ending bases; with vowel-ending bases -ngiighhaq (q.v.) is usually used instead; aghnaghhaq ‘little woman’ (from aghnaq ‘woman’); qikmiq ‘dog’ qikmighhaq ‘little dog’ (from qikmiq ‘dog’); kiiwhaq ‘little river’ (from kiikw ‘river’); meghhaq ‘small area of open water in ice field’ (from meq ‘water’)              	-ҳақ	
-ghi-	become V	see ?(gh/l)i-		
–ghllag-	to V or be V in a big way; to V for a long time	qavaghllaghtuq ‘he's sleeping deeply or for a long time’ (from qavagh- ‘to sleep’); aangeghllagtuq ‘it is very big’; Pakinegyaghtuq, meghmun nagneghllagtuq ima! ‘In vain did he dig in his claws, but he plunged right on toward the water there!’ (from nagnegh- ‘to  move on despite obstacles’) (AYUM. UNGIP. I:7)	-ҳльаг-	
–ghllagu-	to be very V; to be busy V-ing	iyataghllaguunga ‘I am very hungry’; iyataghllawaa? ‘is he very hungry?’ (from iyatagh- ‘to be hungry’ via *iyataghllagua); qepghaghllaguuq ‘he is very busy’ (from qepghagh- ‘to work’); Aghhutanga tamaaghhan neqekrangllaghllaguftuq estugaghmeggnun, … ‘Every day he was busy baking bread for their store, …’ (from neqekrangllagh- ‘to bake (make) bread’) (SIVUQ. NANGAGH. 2:214)	-ҳльагу-	
–ghllak	big N; large N; lots of N	nunaghllak ‘big land’ (from nuna ‘land’); tumeghllaget ‘big footprints’ or ‘lots of footprints’ (from tumae ‘footprint’); angyaghllak ‘big boat’ (from angyaq ‘boat’); atkugllak ‘big parka’ (from atkuk ‘parka’); qiighwllalguuq ‘he has a lot of grey hair’ (from qiiqw ‘grey hair’); kiiwhllagek ‘a little river’ (from kiikw ‘river’); uughqaghtaghllak ‘big sea swell’ (from uughqaghtaq ‘sea swell’)	-ҳльак	
–ghnaggaq*	big N	iqallugnaggaq ‘big fish’ (from iqalluk ‘fish’); aghnalqwaaghnaggaq ‘big old woman’ (from aghnalqaaq ‘old woman’)	-ӷнахақ	
@–ghpagte-	to V rapidly, suddenly or in a major way	igughpagtuq or igughpagtaa ‘it jelled rapidly’ (from igugh- ‘to jell’); nighughpagtuq ‘it twinkled’ (from nighugh- ‘to be bright’); suughpagtuq ‘it got dark (liquid)’ (from suugh- ‘to be murky’); puugpagtuq ‘it burst into flames’ (from unidentified base, but cf. puugpak ‘match’); nengpagtuq ‘he became suddenly angry, jerked the rope, yanked on something; it suddenly tightened’ and nengsugpagtuq ‘he strained a muscle’ (both irregularly from nenge- ‘to stretch, tighten’); drops  base-final te: nuugpagtuq ‘it made a sudden move’ (from nuugte- ‘to move’); amqeghpagtuq ‘it froze suddenly’ (lexicalized, from amqeghte- ‘to bite’); igughpagtuq ‘it jelled rapidly’ (from igugh(te)- ‘to jell)	-ҳпахты-	
–ghpak	big N; huge N; large N	marginally productive; the following all more or less lexicalized: angyaghpak ‘ship’ (from angyaq ‘boat’); miksagaghpak ‘four-year old bull walrus’ (from miksagaq ‘bull walrus’); pagunghaghpak ‘prune’ (from pagunghaq ‘crowberry’); yugpak ‘huge person, giant’ (from yu<u>k ‘person’); awataghpak ‘sealskin float’ (from *avataq proto-Eskimo ‘float’); mayeraaghpak ‘giant’ (from mayae ‘heap’ and -raaq ‘strange’); qawaagpak ‘eagle; legendary large bird that can carry off people’ (from qawaak ‘bird’); cf. -pag-/-vag-	-ҳпак	
-ghpe-	not V-ing	see –gpe-		
–ghqe-1	to divide into N groups	used with numerical words; maalghughqut ‘they divided into two groups’ (from maalghuk ‘two’); Aqelqaghniighet apeghiineghmeggni enraq kalleghteghllaneghmeggni pingayughqelluteng. ‘After the competitive events with the guests there were big, exciting ball games in three different places.’ (from pingayut ‘three’) (SIVUQ. NANGAGH. 2:138)	-ҳқы-1	
–ghqe-2	to apply N to	probably non-productive; meghqaa ‘he put water on it’ (from meq ‘water’); mesiighqaa ‘he put oil on it, made it oily’ (from mesiiq ‘oil)	-ҳқы-2	
–ghqe-3	to cause to V	probably non-productive; aqnighqaa ‘he caused her to be in pain, hurt her’ (from aqnigh- ‘to be in pain’); kakeggmillaghqaa ‘he gave her a nosebleed’ (from kakegte- ‘to have a nosebleed’ and an intervening postbase); neghqaa ‘he fed it’ (from negh<e>- ‘to eat’)	-ҳқы-3	
–ghqu-	to go to get N or to get something from N	angyaghquuq ‘he went to get a boat’ (from angyaq ‘boat’); meghquuq ‘he went to get water’ (from meq ‘water’); atkugkuuq ‘he went to get a parka’ (from atkuk ‘parka’); repaghquuq ‘he went to get a hammer’ (from repa ‘hammer’); siqlugaghquuq ‘he went to get something from the underground meat cellar’ (from siqlugaq ‘underground meat cellar’)	-ҳқы-	
–ghquute-	to encounter N; to come where there is N	used with weather nouns and some others:  qanighquutuq ‘he encountered snow’ (from qanik ‘snow’); meghquutuq ‘he fell into the water’ (from meq ‘water’); allaghquutuq ‘he missed the spot he aimed at; he arrived earlier than planned’ (from alla ‘(an)other’); the ghq of this postbase stays as is even with bases ending in g; eslallughquutuq ‘he encountered rain’ (from eslalluk ‘rain’)	-ҳқӯты-	
–ghraag-	to do some V-ing; to be somewhat V or like N; to gradually V; to get V-er; to be somewhat V	angyaghraagtuq ‘he is doing some hunting by boat’ (from angyagh- ‘to hunt by boat’); meghraagtuq ‘it is crystal clear’ (from meq ‘water’); ghevraagtuq ‘it is pale’ (irregularly from gheve- ‘to fade’); aqlaghaghraagtuq ‘it is somewhat cold’ (from aqlagha ‘cold air’); aastughraagtuq ‘it is getting wider’ (from aastu- ‘to be wide’); ighivaghraagtuq ‘twilight is gradually approaching’ (from ighivagh- ‘for night to fall’); iqallugteghraagtuq ‘he gradually got a lot of fish’ (from iqallugte- ‘to catch fish’); kiiveghraagtuq ‘it abated’ (from kiive- ‘to settle’); mamlegraagtuq ‘it is partly dark’ (from mamleg- ‘to be dark’; pinighraagtuq ‘it is somewhat better’ (from pinigh- ‘to be good’); ghevraag- ‘to be somewhat pale’ (irregularly from gheve- ‘to fade’) Taawa liigikeghraagaghput nani kiyaghtekaatangi yuget, qavngaghtaatangillu. ‘We kind of know now where the people lived and when they lived too.’ (SIVUQ. NANGAGH. 1:4)	-ӷрāг-	
–ghrug-	big old one V-s	Anipa tengeghrugumalghii ima. ‘Then poor ol’ owl took off in flight.’ (from tenge- ‘to fly off’) (AKIINGQWAGH. 2)	-ӷруг-	
–ghrugllak	big N; large N	mangteghaghrugllak ‘big house’, mangteghaghrugllaget ‘very big houses’ (from mangteghaq ‘house’)	-ӷрухльак	
–ghruk	big old N; poor old N	angyaghruk ‘big old boat’ (from angyaq ‘boat’; yugruk ‘big old person’ (from yu<u>k ‘person’); = -ruk	-ӷрук	
–ghrukutaaghllak	huge N; gigantic N	mangteghaghrukutaaghllaget ‘gigantic houses’	-ӷрукутāҳльяқ	
–ghrukutaaq	big N; large N; huge N	yugrukutaaq ‘great big man’ (from yu<u>k ‘man, person’); nenglughrukutaaq ‘great big semi-subterranean house’ (from nengu ‘semi-subterranean house’); quyngighrukutaaq ‘great big reindeer’ (from quyngiq ‘reindeer’)	-ӷрукутāқ	
–ghrupak	darned old N		-ӷрупак	
+ghsi	plural vocative for demonstratives	perhaps better described as a noun case than a postbase; used with non-singular demonstrative pronoun bases; ukughsi ‘you (plural), right here!’ (from uku- as in ukut ‘these right here’, plural of  una ‘this right here’); maakughsi ‘you (plural), in this area!’ (from maaku- as in ‘these around here’, plural of maana ‘this around here’)	-ҳси	
–ghte-	to become V; to acquire the quality N	non-productive (or semi-productive); aqlaghaghtuq or aqlaghaghtaa ‘it became cold’ (from aqlagha ‘coldness in the air’); nutaghaghtuq ‘it became new’ (from root  nutagh- ‘newness’ as in nutaghaq ‘new thing’); nuqutughtuq ‘it got wide(r)’, nuqutughtaa ‘he made it wide(r) (from nuqutu- ‘to be wide’); iqetughtuq ‘it widened’ (from  iqetu- ‘to be wide’); kavightuq ‘it reddened’ (from root kaviq ‘redness’, as in kavite- ‘to be red’); qelmeghtuq or qelmeghtaa ‘it became shiny’ (from qelmegh- ‘to be shiny’); tangeghtughtuq ‘it hardened’ (from tangeghtu- ‘to be hard’); muugaghtuq ‘it became sweet’ (from muuga ‘sweetness’); segeghtuq ‘it became dry and brittle’ (from segeq ‘dry, brittle wood’); qanlengightuq ‘it is starting to get closer’ (from qanlengi- ‘to get closer’)	-ҳты-	
~–(ghw/ngw/w)aagh-1	to diligently V; to thoroughly V; to V at the proper time; to V attentively	ngw is used with vowel-ending bases; inghungwaaghtuq ‘he's picking berries carefully and thoroughly’ (from inghu- ‘to pick berries’); ghw is used with gh-ending bases;  qepghaghwaaghtuq ‘he's working diligently’ (from qepghagh- ‘to work’); w is used with g-ending bases; aallwaaghtuq ‘he's sweeping diligently and thoroughly’ (from alleg- ‘to sweep’); pangalwaaghtuq ‘it is running around (on four legs)’ (from pangaleg- ‘to run (on four legs)’); Igaghyamun apeghtughistengughtengngwaaghluni Uugsima esghaghyaqevut. ‘Uugsima, who we had seen (back then), had, in time, become teacher in the school.’ (PANGEGH. 36); underlyingly  this postbase is ~–(ng)uagh-; contrast this postbase with -(ghw/ngw/w)aagh-2, which despite being homophonous has almost the opposite meaning	-(ӷӱ-ңӱ-ӱ)āӷ-1	
~–(ghw/ngw/w)aagh-2	to V in a non-serious way; to pretend to V; to V for something other than the usual purpose; to play at V-ing	inghungwaaghtuq ‘he played at picking berries’ (from inghu- ‘to pick berries’); esghaghwaaghtuq ‘he had visions or halucinations’ (from esghagh- ‘to see’); igaghwaaghtuq ‘he scribbled’ (from igagh- ‘to write’); underlyingly this postbase is  ~–(ng)uagh-; contrast this postbase with -(ghw/ngw/w)aagh-1, which despite being homophonous has almost the opposite meaning	-(ӷӱ-ңӱ-ӱ)āӷ-2	
~–(ghw/ngw/w)aaq	imitation N; artificial N; model N; toy N; pretend N; little bit of N or little thing like N; thing like N	nunangwaaq ‘little bit of land’ (from nuna ‘land’); sikungwaaq ‘little bit of ice’ (from siku ‘ice’); neqngwaaq ‘artificial food in any sense’ (from neqae  ‘food’); sigutngwaaq ‘imitation ear, thing like an ear’ (from sigun, sigutae ‘ear’); qayaghwaaq ‘toy kayak, model of a kayak’ (from qayaq ‘kayak’); atkuwaaq ‘model or play parka’ (from atkuk ‘parka’); aatghwaaq ‘pretend name, alias’ (from ateq ‘name’); the following are lexicalized: ighneghwaaq ‘finger’ or ‘toe’ (from ighneq ‘son’); siqinghwaaq ‘shattered glass’ (from siqineq ‘sun’); maklawaaq ‘caterpillar’ (from maklak ‘bearded seal’); underlyingly this postbase is ~–(ng)uaq	-(ӷӱ-ңӱ-ӱ)āқ	
-ghwaagh-1	to diligently V; to thoroughly V; to V at the proper time	see ~–(ghw/ngw/w)aagh-1		
-ghwaagh-2	to V in a non-serious way; to pretend to V; to V for something other than the usual purpose; to play at V-ing	see ~–(ghw/ngw/w)aagh-2		
-ghwaaq	imitation N; artificial N; model N; toy N; pretend N; little bit of N; thing like N	see ~–(ghw/ngw/w)aaq		
-gku-	to go to get N or to get something from N	see –ghqu-		
-gllag-	to V or be V in a big way; to V for a long time	see –ghllag-		
-gllagu-	to be very V; to be busy V-ing	see –ghllagu-		
-gllak	big N; lots of N	see –ghllak		
-gnaggaq*	big N	see –ghnaggaq*		
–gneq	N (number) of things; N (number) of groups	used with a plural ending and therefore realized as –gneghet, –gneghneng, etc.; used on number bases from ‘two’ (in the form malghu, not maalghu) on up, to indicate the number of things, the noun for which is used in the plural or dual even for a single entitity, or to indicate the number of groups (such as families); note that the g of this postbase always stays as g; Malghugneghet siifluki unkuset ataasikaghsimalghiit kaviighmeng. ‘Setting two traps, [they] caught [one] fox.’ (SLI JR. DICT. 151; note that dual, unkusek, is used for one ‘trap’); Pingayugneghet angyat. ‘[There were] three boats with crew.’ (SIVUQ. NANGAGH. 3:122; note that plural, angyat, is used for one ‘boat with crew’); Naaka pingayugneghneng qiipaghalek. ‘My mother had three cloth cover parkas.’ (SULUWET 13; note that dual, qiipaghaak, is used for one ‘cloth cover parka’); Taakwagun, qamiyet malghugneghet, … ‘[For that first trip here] two sleds [were used], …’ (SIVUQ. NANGAGH. 2:156; note that dual, qamiyek, is used for one ‘sled’); Taakut Pugughileghmelnguut Agaankutlu, Anagutaankutlu malghugneghet. ‘Only two families were staying permanently at Southwest Cape, Agaq and family, and  Anagutaq and family.’ (SIVUQ. NANGAGH. 2:162); Isiqaghlleghhangunaamta tamlaghqutkakut, estamagneghni angyani. ‘Without splashing we landed in four boats.’ (PANGEGHTELLGHET 24; note that plural, angyat, is used for a single ‘boat and crew’); … mangteghat tallimagneghet aliighumalghiit. ‘… five houses had come into view.’ (UNGAZ. UNGIP. 20; note that plural, mangteghaq, is used for one ‘house’); Taan'gavek ivenrughtukut elngaatall malghugneghuluta. ‘We went in two [boats] out to sea using outboard motors.’ (SIVUQ. NANGAGH. 3:116)	-гнық	
-gpagte-	to V rapidly, suddenly or in a major way	see @–ghpagte-		
-gpak	big N; huge N	see –ghpak		
–gpe-	not V-ing	replaces the negative postbase -nghite- or -llghite-, when the subordinative mood is used; takes subordinative endings marked by -na-, rather than those marked by -lu- (and with person/number markers differing form the subordinative in -lu- in several ways); neghegpenani ‘(he) not eating’ (which is the subordinate corresponding to indicative neghenghituq ‘he didn't eat’), neghegpenaan ‘(any subject) not eating it’, neghegpenaki ‘(any subject) not eating them’ (from negh<e>- ‘to eat’); ukigpenang ‘(you) not going down’ (which is the subordinate corresponding to indicative ukinghituten ‘you didn't go down’) (from ukig- ‘to go down’); qavaghpenanga ‘(I) not sleeping’ (which is the subordinate corresponding to indicative qavanghitunga ‘I didn't sleep’)(from qavagh- ‘to sleep’); cf. -ngu-	-хпы-	
-graag-	to do some V-ing; to be somewhat V or like N; to gradually V; to get V-er; to be somewhat V	see –ghraag-		
-grug-	big old one V-s	see –ghrug-		
-grugllak	big N; large N	see –ghrug-		
-gruk	big old N; poor old N	see –ghruk		
-grukutaaghllak	huge N; gigantic N	see –ghrukutaaghllak		
-grukutaaq	big N; large N; huge N	see –ghrukutaaq		
-grupak	darned old N	see –ghrupak		
-i-	become V	see ?(gh/l)i-		
~+i-1	to V something; to suffer something’s V-ing; detransitivizing postbase; half-transitive postbase	used with patientive and transitive-only verb bases and with intransitive endings (though it also has a (possibly vestigial) "adversative" use taking transitive endings as well; see Miyaoka 1984:215); ifliiguq ‘he lost something’ (vs. iflaaq ‘he or it got lost’, and iflaa ‘he lost it’)(from ifla- to ‘lose, get lost’); kuuviiq ‘he spilled something’ (from kuuve- ‘to spill’); ingaghtiiq ‘he lay something down’ (from ingaghte- ‘to lie down or lay (it) down’); tuqutiiq ‘he killed something’ (from tuqute- ‘to kill’); sikungighiiq ‘he moved the ice from something’ (from sikungigh- ‘to remove ice from (it)’) ; aavgiiq ‘he divided something in half’ (from aveg- ‘to divide in half, to divide (it) in half’); uumgiiq ‘he closed something’ (from umeg- ‘to close’); cf. the half-transitive use of postbase  -(u)te-	-и-1	
––i-2	to make N	non-productive; drops both final consonant and the preceding vowel; angyiiq ‘he made a boat’ (from angyaq ‘boat’); suqiiq ‘he made baleen, removed the baleen from the whale’ (from suqaq ‘baleen’); awataghpiiqa ‘I made it into a poke’ (from awataghpak ‘poke’); kingiiq ‘he had part of his catch eaten by maggots’ (literally, ‘he “made” maggots’) (from kinguk ‘maggot’)	-и-2	
-i:ghute-	to become N-less; to have lost one's N	see ~:(ng)i:ghute-		
@~:(i/u)ma-	to have V-ed or been V-ed; to be in a state of having V-ed or been V-ed; with participial mood: to evidently have V-ed or been V-ed	verb bases ending in a full vowel use only ma- of this postbase: qiyamaaq ‘he has been crying’ (from qiya- ‘to cry’);verb bases ending in te use i, and change t to s:  kaasimaaq ‘he has arrived’ (from kaate- ‘to arrive’); ingaghsimaaq ‘he has lain down’ (from ingaghte- ‘to lie down’); verb bases ending in e not preceded by t or ending in a consonant use u: kuuvumaaq ‘it has been spilled’ (from kuuve- ‘to spill’) (note also kuvumaaq ‘it has been spilled around’) ; qavaamaaq ‘he has slept’ (from qavagh- ‘to sleep’); sikungiimaaq ‘it has lost its ice’ (from sikungigh- ‘to lose ice’); mayuumaaq ‘it has gone up’ (from mayugh- ‘to go up’); aavgumaaq ‘it has been halved’ (from aveg- ‘to divide in half’); with participial mood endings, this postbase yields forms indicating that evidently the action has occurred though without the speaker directly observing it, a construction very common in narratives; examples: aanumalghii ‘evidently he went out’ (from aane- ‘to go out’); neghumakanga ‘evidently he ate it’, neghumakegka ‘evidently I ate it’ (from negh<e>- ‘to eat’); esghaamakanganga ‘evidently he saw me’ (from esghagh- ‘to see’); elngaatall seghletun kiyaghsimalghii ‘evidently he lived a very hard life’ (from kiyaghte- ‘to live’); note also the use of this postbase as a nominalizer: maligqutaama ‘one who always follow the rules’ (from maligqutagh- ‘to follow (the rules)’); qawaak naluguma ‘a landed bird’ (from nalug- ‘to land’)	-(и-у)ма-	
@~:(i/u)mafte-	how much subject evidently has V-ed!	qepghaamaftuq ‘how much he must have worked!’ (from qepghagh- ‘to work’)	-(и-у)мафты-	
@~:(i/u)magh-	while V-ing	used only in the quantifier/qualifier construction; imtuqiqumaghmi akuziiq ‘he was speaking while stuttering’ (from imtuqiqe- ‘to stutter’); naghaaghumaghmeng pimalghiit tespagavek ‘while playing they went up there’ (from naghaagh- ‘to play’); piyugumaagmek saghnaak ‘while walking they2 gathered things’ (from piyug- ‘to walk’)	-(и-у)маӷ-	
@~:(i/u)man	the time while V-ing; the course of V-ing	takes unpossessed vialis endings; the subject of the embedded verb is not specifcally indicated; qepghaamatkun ‘during the course of work, while working’ (from qepghagh- ‘to work’); neghumatkun ‘while eating’ (from negh<e>- ‘to eat’)	-(и-у)ман	
@~:(i/u)manginagh-	V-ing every time; V-ing the whole time	Navek pimanginaq, ilanga tamaana sangllaq navek pingigalnguq. ‘People were always going somewhere. Those who were not leaving the village were working on something.’ (from pi- ‘to do, act’) (SIVUQ. NANGAGH. 1:244); Esghalqugpenaannguq iyegni iighumanginaghlukek, gginani iighumanginaghluku. ‘ Not looking at her, all the time hiding his eyes, all the time hiding his face.’ (SIVUQ. NANGAGH. 2:268)	-(и-у)маңинаӷ-	
@~:(i/u)mangite-	to not have V-ed	neghumangituq ‘he hasn’t eaten’ (from negh<e>- ‘to eat’)	-(и-у)маңиты-	
-igate-	to never V; to not be V-ing at the present time	see @~:(ng)igate-		
––igh-	provide with N	drops both final consonant and preceding vowel; kenighaa ‘he shined a light on it’ (from keneq ‘light’); ti from this postbase does not become si: atighaa ‘he named it/him’ (from ateq ‘name’); natighaa ‘she sewed a sole on it’ (from nateq ‘sole’)	-иӷ-	
-igh-	to lose N; to be injured in one's N; to remove N	see ~:(ng)igh-		
––ii-	to cut up N; to butcher N; to prepare N	drops both final consonant and the preceding vowel; used with game animal nouns; makliiguq ‘he is butchering  bearded seal’ (from maklak ‘bearded seal’); aghviigut ‘they are butchering whale’ (from aghveq ‘whale’); ayviiguq ‘he is butchering walrus’ (from ayveq ‘walrus’)	-ӣ-	
––iigh-	to fix N; to make N; to prepare N; to cook N	1914-mi mangteghiighyuwhaallghitni legan kiigani. ‘In 1914 the first houses were built there.’ (from mangteghaq ‘house’) (SIVUQ. NANGAGH. 2:56)	-ӣӷ-	
+iiraagh-	to pretend by using N; to play at V-ing; to keep on V-ing	angyaghiiraaghtuq ‘he is playing at boating, pretending to hunt with a boat’ (from angyaq ‘boat’); aaghtiiraaghtuk ‘they2 are arguing’ (from aaghte- ‘to convince’); agaghtiiraagtuq ‘it is hanging’ (from agaghte- ‘to hang’); kayaalqiiraaghutut ‘they are competing with each other’ (from kayaalqe- ‘to outdo, win’)	-ӣрāӷ-	
-iitaq	protective device for or like N; device to prevent V-ing	see ~:(ng)iitaq		
-ima-	to have V-ed or been V-ed; to be in a state of having V-ed or been V-ed; with participial mood: to evidently have V-ed or been V-ed	see @~:(i/u)ma-		
-imafte-	how much subject evidently has V-ed!	see @~:(i/u)mafte-		
-imagh-	while V-ing	see at @~:(i/u)magh-		
-iman	the time while V-ing; the course of V-ing	see @~:(i/u)man		
-imanginagh-	V-ing every time; V-ing the whole time	see @~:(i/u)manginagh-		
-imangite-	to not have V-ed	see @~:(i/u)mangite-		
-inagh-	to only V; to go right on V-ing	see :(ng)inagh-		
-inaq*	only N; just N; exactly N	see ~:(ng)inaq*		
––iqe-	to deal with N; to work with N; to have pain in one's N; to have trouble with one's N; to have trouble with one's V-ing over a period of time	drops both final consonant and the preceding vowel; imtuqiquq ‘he is stuttering’ (from imtuqaq ‘stutter’); aqsiquq ‘he has a stomache’ (from aqsa ‘stomach’); naasqiquq ‘he has a headache’ (from naasquq head’);  aqelqiquq ‘he has visitors’ (from aqelqaq visitor’); naangqiquq ‘he's carving ivory’ (from naangquq ‘ivory’ ); nengaawiquq ‘he's working for his future  parents-in-law’ (from nengaawaq ‘man working for his future parents-in-law’); iqlengiquq ‘he tells lies’ (from iqlengagh- ‘to be a liar’); iyatiquq ‘he is starving’ (from iyatagh- ‘to be hungry’); qaviquq ‘he overslept’ (from qavagh- ‘to sleep’); qiyiquq ‘he is crying on and off over a period of time’ (from qiya- ‘to cry’); ti from this postbase changes to si: ggusiquq ‘he has a toothache’ (from gguta ‘tooth’); imtuqiquq ‘he is stuttering’ (from imtuqaq ‘stuttering condition’); qakiqniquq ‘he is planning and preparing to go somewhere’ (from qakiqnaq ‘avid hunter’); riistuniquq ‘he’s overly parsimounious’ (from riistuneq ‘sly, frugal person or animal’); also may be present in the following derived from unidentified bases:  ighelleghyiqe- ‘to limp’; qefliqe- ‘to be angry (of men)’; agniqe- ‘to be angry (of women)’; sagiqe- ‘to persevere, to urge others on’; yeghyiqe- ‘to feel an aversion to certain foods’	-иқы-	
-isag-	to lack N; to need N	see ~:(ng)isag-		
-isug-	to have insufficient N	see ~:(ng)isug-		
-kaa-	to have V-ed; to have been V-ed.	see @~–(g)kaa-		
-kaayagh-	to have V-ed fruitlessly; to have V-ed in vain; to have V-ed but. . . .	see ~–(g)kaayagh-		
-kae	the one(s) possessor is V-ing	see @~–(g)kae		
-kagh-	please V; just V; suddenly V; briefly	see ~–qagh-		
@kaghaq	small N	used with te ending bases; drops te; ghhukaghaq ‘small commode’ (from ghhutae ‘old-style commode’); kelukaghakun ‘(through) the area a little ways back from the shore’ (from keluta ‘area in back’); anighqukaghaq ‘small candle’ (from anighqun ‘torch, candle, etc.); atalgukaghaq ‘little cousin’ (perhaps a special relationship ?) (from atalgun ‘cousin (parallel on father’s side)’)	-каӷақ	
-kaghaqe-	to intermittently V; to V now and then	see ~–qaghaqe-		
~–kaghqaq	something to be used as N; future N	angyaqaghqaq’ something to use as a boat’ (from angyaq ‘boat’); atkukaghqaq ‘something to use as a parka’ (from atkuk ‘parka’); naakaghqaq ‘stepmother’ (from naa ‘mother’); atakaghqaq ‘stepfather’ (from ata ‘father’); nekaghqaq ‘building site’ (from nae ‘home, place’)	-каҳкақ	
-kaghtagh-	to continuously V with back and forth or up and down movement	see ~–qaghtagh-		
+kaghtaq	one from N	used with demonstrative adverb bases; akmakaghtaq ‘one from way across there’ (from akma- ‘way across there’); = +keghtaq	-каҳтақ	
~–kaghte-	to get N; to catch N	used with nouns expressing quantity of game, money, etc.; quulkaghtuq ‘he caught ten’ (from qulae ‘ten’); ‘qafsinkaghta?’ how many did he get? (from qafsinae ‘how many’)	-каҳты-	
~–kanigh-	to be rather V; to be fairly V; to V more and more	ighlekanightuq ‘he is rather stingy’ (from ighleg- ‘to be stingy’); piniqanightuq ‘he is rather nice’ (from pinigh- ‘to be nice’); Tawavek tekeghaghllagmun itghutkanighii ukum tungangakun. ‘It [the current] drew them in more and more to the large promontory, in its direction.’ (from itghute- ‘to bring (it) in’) (SIVUQ. NANGAGH. 2:122)	-каниӷ-	
+kaq	raw material for N or for V-ing; something to be V-ed	atkugkaq ‘parka material’ (from atkuk ‘parka’); angyaghqaq ‘boat material’ (from angyaq ‘boat’); inghukaq ‘berry to be picked’ (from inghu- ‘to pick berries’)	-кақ	
-kaq	one that has V-ed; one that has been V-ed	see ~–(g)kaq		
-kaqe-	to have V-ed (him/it)	see @~–(g)kaqe-		
-kaqsagh-	to have V-ed fruitlessly; to have V-ed in vain; to have V-ed but. . . .	see ~–(g)kaqsagh-		
-kaqu-	to V intermittently	see –qaqu-		
~–kataghagh-	to finally V despite a feeling that it wouldn't happen; to V at last	atuqataghaghaa ‘he finally used it’ (from atugh- ‘to use’); aalkataghaghaa ‘he finally swept it’ (from alleg- ‘to sweep’);  kakikataghaghtuq ‘she finally sewed’ (from kaki- ‘to sew’)	-катаӷаӷ-	
-kayugu-	to be able to V; can V	see ~–(g)kayugu-		
-kayugughte-	to become able to V	see ~–(g)kayugughte-		
-kayuk	one that V-s readily; one who is able to V	see ~–(g)kayuk		
