egzi,scratched part of walrus hide; dandruff
ellngaasitagh,container for catching lamp residue  (placed under oil lamp)
ellngaate,greasy residue from a seal oil lamp
ellngaghseketagh,drip catcher
elqegkagh,sourdock; arctic dock (Rumex arcticus)
elqiigh,visor
elqiileg,bird type
elqunegh,whale skull
elquneghraag,walrus skull
elqunevraag,walrus skull
elqwaagh,kelp (Laminaria sp.)
elqwaapig,palmated kelp
eltughagh*,grandchild
eltughnegh,pile of chunks of sea ice extending down to ocean floor held there by weight of ice above water surface; pressure ridge stuck to bottom of sea
eltuqsagh,obstruction of any sort
emama,child's word used when he/she wants to suck breast or bottle
emgaari,foundation pole, usually whale rib, around the periphery of the traditional dome-shaped house, the mangteghapik
em-may,mother
emuri,fish guts which are in a dugout or used to feed dogs
emyugag,Adam's Apple
enlegkutagh,log towed by reindeer (used in training)
epalgete,layer of thickened fat in broth
esavghagh,person moving a boat on sea ice using a small sled; sled used to haul a boat on the ice
esghapagsagh,show; concert; performance
esghavyu,grey dog; grey color
eskiiteg,skates
eskiite,ice skate
eslaaghllegh,shorefast ice that has blown loose from where it was fixed due to a strong wind
eslaghllag,the world; the universe; the great outdoors; the power of weather and nature
eslakeragh,light rain; drizzle
eslallug,rain
eslalluug,bad weather; storm
eslaniighta,weatherman
esla,weather; awareness; consciousness; world; outdoors
eslasuusig,barometer
eslatagh,area outside or around (it)
eslate,area outside or around (it)
esleghyu,oblong or cylindrical shaped rock
eslequgh,rear flipper of seal or walrus
eslevagagh,dish of fish eggs and seal oil whipped together
eslevag,roe; fish egg; vagina
esnagh,beach, shore
esnaghtagh,round smooth rock found on beach
esneghagh,lagoon opening to the sea
esneghrug,the very edge
esneg,bruise
esnegrukegtagh,something vividly dark red; something purplish
esnekegtagh,reindeer skin
esnelaaghute,trimming
esne,border; edge; shore; rim
esneyaagh,purplish thing
estaaghaghvigeg,children's slide
estamagnegh,four things; four groups
estegmig,big hunting knife worn on belt
esteg,pocket; bunched up thread or fabric (from being pulled an opening)
estegtagh,laver (seaweed) (Porphyra laciniata)
esteqagh,muscle
estiima,steam(boat)
estiimaragh,steamboat; cutter
estiime,steam; steamboat; cutter
estugagh,store
estugagh*,store
estugem sigutanga,hangnail
estuget,ice creeper
estugiisigh,nail clippers or trimmers
estugkaagh,twig; branch
estug,fingernail; toenail; claw; hoof
estullugnegh,knot at end of rope to keep it from slipping through hole
estullug,skinboot made from reindeer leg
estullugtellegh,knot at end of rope to keep it from slipping through hole
estulluyaagh,child's skinboot
evlawa,flour
evlegh,sheen; gloss; luster
evlug,sea swell; ocean wave
evzi,limp thing(s); thing(s) that have collapsed together
gaaghagh,something that has been cooked
gaaghta,cook; chef
gaaghusigh,cooking pot; stove; cooking device
gaalegh,small net to catch seals
gaaqagh,something that has been cooked
gaarinegh,gun powder; ash
gakangqa,puller (draft animal)
gelgagh,illicit lover
gerungawe,yellow meat fly
ggaag,rasping sound; grating sound; file; rasp
ggata,upper part of body or garment; torso; back of person; shirt or blouse
ggateg,blouse; shirt
ggatemqaagheg,jacket; blouse; shirt
ggatmeghrug,area between shoulder blades
ggayeg,shoulder blade
ggayegtagh,the part of a whale shoulder blade used as a lamp support
ggiillegh,woody core of edible willow root
gginagh,face; side of hill; edge of knife
gginaqwaagh,mask; funny face drawing
ggutangighta,dentist
ggute,tooth
gguterugutkagh,something frozen into the ice
gguutniighta,dentist
ghhaalgha,noise made when one is in a trance as if chattering teeth but with tongue between them
ghhaa,dermatitis; dry, flaky, whitish skin patch especially on the face
ghhavegh,disk of cartilage on the outer part of the elbow joint
ghhukaghagh,small urine pot with handle on side; small commode
ghhute,oldfashioned woodete urine tub; commode
ghhuugh,bullet; arrow; dart; ammunition
ghhuughqagh,lead (metal)
ghhwute,oldfashioned wooden urine tub; commode
ghii,fish milt
giimagh,ivory socket at end of harpoon shaft into which fits the piece (tungik) between the point and the shaft of the harpoon
giimasaag,kind of fish, identified as 'white sturgeon'
gitasa,front gunsight
gugu-gu-gu-guy,a call to the master of the heavens
guulgute,crosspiece in roof of the traditional dome-shaped house, the mangteghapik
guunagh,edible nut
guunniighusigh,weapon
guunniighute,weapon
guusaghqagh,explosive; thing to shoot
guutute,weapon; income
guygungwaagh,small house; cabin
guygu,summer house; modern frame building
haanta,allterrain vehicle (ATV)
haatware,hot water
huuse,hose
ifkaasigh,parachute
igaasigh,pencil; pen; writing device
igaghnegh,socket at end of harpoon shaft
igagh,paper with writing (means 'book' if pluralized); design; tattoo (especially on a man's arm after he has caught a whale); schooling
igaghqwaagh,scratch paper; piece of paper
igaghraag,granite or similar spotted rock
igaghta,writer; teacher
igaghvig,school; writing place; college
igaghyagh,pupil; student
igaghyaghqagh,writing paper
igaghyaghta,pupil; student
igalghutagh,container for paper; briefcase; filing cabinet; bookshelf or bookcase
igamriiqayug,illiterate person
igangeltagh,leaflet; pamphlet; tract; small decoration; small design
igangestagh,leaflet; pamphlet; tract; small decoration; small design
igaqegkagh,photograph; something written
igaqisigh,camera
igaqista,photographer
igaqragh,design; trim; embroidery
igarutaagh,drill
igataghnagh,famine
igataghniighusigh,song sung against hunger (due to sorcery or conpiracy); supplication song  for food
iggaarqitaagh,seesaw; teeter-totter
iggaarqitaaghusigh,seesaw; teeter-totter
ighaleqetaaghem anaa,comet
ighaleqetaagh,star
ighaluqagh*,auklet aged in seal oil for eating
ighighaghiitagh,support to keep something from tilting
ighighllegh,edge of ice that has been carried north by current, then pushed south; sea ice moved by current or wind to so that it collects in a bay or cove of land or of an ice field
ighighnegh,edge of ice that has been carried north by current, then pushed south; sea ice moved by current or wind to so that it collects in a bay or cove of land or of an ice field
ighivgaayagh,evening flight of birds
ighivgaghniimna,thing the same as that of yesterday; thing from yesterday
ighivgaqutagh,supper; dinner
ighlleghaasigh,a certain backpushing game; cribbage board made from walrus tusk
ighlleghaatagh,a certain backpushing game; cribbage board made from walrus tusk
ighlleghute,head of whaling harpoon
ighllusigh,enema device
ighlluughaasigh,gun-cleaning rod
ighlluughaate,gun-cleaning rod
ighneghagh,gut(s); intestine(s)
ighneghllug,processed and dried walrus or bearded seal intestine
ighnegh,son
ighneghqagh,stepson; adopted son
ighneghwaagh,finger; toe
ighneghwaaghqut,school of fish
ighnelqusigh,son (6-8 years old)
ighneraagh,son from a temporary wife
ighniighwta,female reindeer
ighninghhagh,newborn child; woman who just gave birth
ighnivig,motherland
ighsalqagh,throat
ighsalqughrug,windpipe
ighsalqwaagh,larynx
ighsaqugh,heart
ighsaqughwaagh,clock; watch (wrist or pocket)
ighuli,temporary roof support ite the traditional dome-shaped house, the mangteghapig; pole of summer tent
ighulite,temporary roof support in the traditional dome-shaped house, the mangteghapik; pole of summer tent
ighulqugh,crab
ighulugh,tent pole; arched roof pole of the traditional dome-shaped house, the mangteghapik
ighunaagh,bipod support for gun
ighunagh,something that is like a leg in appearance or function such as the part of a sled that holds the bed to the runners; stanchion of sled
ighungwaagh,bipod support for gun
ighu,leg; "leg"like side-piece on flat-bottomed boat
ighutagh,side pole or stretcher or the like
igiighnegh,final decision
igiilngugh*,straight path
igiisigalngugh*,stealthy, sneaky person
igiisniilngugh*,stealthy, sneaky person
igiitaghagh,steady wind from any direction
iglagaagh,edible smaller roots of the ground willow
iglagiisit,comb with large teeth
iglagkestaaghhaat,comb with small teeth
iglagllengiigh,western sandpiper (Calidris mauri)
iglag,voice; windpipe; throat
iglagtunaasigh,megaphone; microphone; public address system
iglagtusigh,megaphone; microphone; public address system
iglalqughrug,windpipe
iglalqwaagh,esophagus
igleghalgute,traveling companion
igleghasta,traveler
igleghavig,trail; route
igleghfig,trail; route
igughsaqnegh,one who always wants someone to defend him
igug,testicle
iiggagh,glove
iigge,hand
iighagh,swollen gland in neck or side of face; side of neck near lower part of jaw
iighhaata,loop of walrus hide
iighhagh,string story
iighhagh*,string story; cat's cradle
iighsuute,rope on pulley
iightaghwaaghet,heavyduty chain
iighwilkaagh,medium size cake of ice
iighwilngugh*,large size cake of ice; whole thing
iigkutagh,rake for use on grass
iikaagh,merganser (Mergus spp.)
iikellegh,fragment of ice, meat, etc.
iikiiqagh,large flat slice of something
iiksiite,a detached piece of ice; bracelet
iillegh,slime; mud
iilngigh,gap left by a lost tooth in the front of the mouth
iilqugh,brain
iilqupag,mucus from eye
iilqwaagh,spinal cord
iimna,that aforementioned one known to both speaker and listener; that one in an undetermined place away from here
iimra,solid matter in broth from boiled meat; slush; mud
iinghusaleg,rule to ensure safety
iinglu,neighboring semisubterranian house
iingqagh*,gum (anatomical)
iingqigh,louse nit
iingtagh,moulted goose
iinqisigh,the customary madeup words spoken to a particular child; cooing words or song
iinqute,the customary madeup words spoken to a particular child; cooing words or song
iinwaagh,foothill; hillock
iiqmig,something held inside the mouth in the cheek; sugar cube
iiqwagh,walrus meat and skin aged in underground cellar
iiskag,kidney
iiskughtista,watchman; guard
iisqaghmiitagh,yoke (as for carrying water in buckets)
iisqagh,area of body around top of shoulders and back of neck
iisqughute,foreign object in eye
iitga,crack or lead at shore edge of shorefast ice caused by vertical movement of the floating ice
iitghiitagh,pole located above bedcurtain in winter traditional house 
iivghaate,spectacled eider (Somateria fischeri)
iiyagh,ventilator; air vent
iiyvaraag,hollow sick eyes; one with hollow sick eyes
ikavziigh,type of stitch
ikellegh,fragment of ice, meat, etc.
ikevaanegh,prolonged south wind
ikevaghllug,south; southeast; south wind; southeast wind
ikevagh,south; southeast; south wind; southeast wind
ikevreghaag,southward current
ikighllinegh,opening in ice pushed up in pressure ridge or in the ground; crevice in sea ice; cave; gully
ikivaanegh,slight south wind 
iksaag,ice creeper
iksiite,strap ice creeper to footwear
ikufkagh,small piece that has been cut off
ikuyeg,elbow
ikwaaqu,crosswind (stronger wind coming off cliffs or high mountains when a wind blows against them)
ilaagh,patch
ilagaate,hymn; song; shaman's song
ilagaatet,hymnal; songs; phonograph record; CD
ilakaghqagh,something to be added or included
ilakumtaagh,friend
ilakwaagh,clan member; kinsman; member of the same group
ilangqugh,clear chunk of freshwater ice
ilangqughrag,coating of ice
ila,relative; associate; part; one or some (of)
ilemquusigh,screwdriver; bent awl
ilepenghaagh,inner membrane of walrus or bearded seal intestine
ilepesuwagh,layer
ilepghaagheg,pants of reindeerskin with the fur side in
ilghaghtegh,walrus sleeping in water on its back
ilighagh,patch put inside sole of boot loosely
ilughagh*,father's sister's or mother's brother's child; crosscousin; buddy
ilughasaghagh,cousin
ilukligh*,inner part
ilulighagh,drifting ice on the inward side of the pack ice; mediumsize cake of ice in open water but with similar cakes nearby
ilulighnegh,inside part; seam
iluligh,inside part; seam
ilullug,badtempered person
ilulngugh*,expensive thing; precious thing
ilumig,embryo; fetus; unborn child
ilumileg,pregnant woman or sea mammal
ilu,inside; interior; inner organs; inner feelings; heart (figuratively)
ilupeghagh,liner for clothes
iluugh,cousin (vocative); buddy (vocative)
imaghllug,gale; waves in ocean
imaghniite,waterproof gutskin parka used at sea
imagh,open sea; ocean; contents; pus
imaghtagh,"shorthorn" sculpin
imaghyag,abcess; boil
imaleg,filled thing; pregnant woman
imanagh,mollusk; clam
imangeslegh,sea water pool or puddle on surface of ice field or shore
imaqlightaghagh,raincoat made from long strips of walrus or bearded seal dried intestines 
imate,open water (surrounded by sea ice) near land
imerutaagh,coil of rope, or the like
imeseghetagh,scraper as for dishes
imiisagh,gift given in gratitude to someone who has brought food to a feast
imlaa,unborn seal pup
imtiwala,big heavy knife carried on back by herders for self-defense
imtuqagh,stutter; stuttering condition
inag,lap (of body)
ineghla,friend; favorite companion
ineg,groin; armpit; bend in body or land similar to armpit or groin
inegrewaagh,middle of armpit or groin
ineqerewaagh,armpit (specifically)
ingate,side area of the traditional dome-shaped house, the mangteghapik
ingatngiiritagh,wall plank of or support for side area of traditional dwelling
ingeg,ink
inglaghet,a certain ceremonial competion
ingleghagh,sled bed slat
ingleghate,breeding ground on ice for sea mammals
ingleghem imaa,family 
inglegh,living/sleeping area in the traditional dome-shaped house, the mangteghapik, or in a tent or shack
ingleghtagh,crosspiece fastening together foundation poles (emgaari) around the periphery of the traditional dome-shaped house, the mangteghapik
ingleg,anchor for a snare
ingllegute,household member; roommae
ingllevagh,area farther to the side
inglukutagh,wooden hook used to retrieve a fishing line from the water in order to clean off the ice from it
inglu,partner; one of pair; spouse; complementary side; half
inglupigagh,one side only
ingluzigh,exchange wife
ingtaghate,brace or spreader used between keel and gunwale in building skin boat frame
inguqagh,captain's seat
ingute,boat seat; thwart
ingutugh,yearling bowhead whale (Balaena mysticetus)
iniiragh,small strip of dried meat
inillegh,frame for drying skins
inillghaatagh,clothesline
insene,engine; motor
inseniya,engineer
ipa,the truth
ipegsaate,whetstone; sharpening stone
ipigkestaaghhagh,one that does not come far up the leg; low boot
ipigkingwaagh,short boot of shaved sealskin
iptagusigh,lever
ipugutagh,fork (for eating or cooking)
iqaaslaag,lamprey (Lampetra japonica)
iqaghtagh,skin and layer under skin
iqalliniighvig,fishing camp
iqallugagh,tomcod (Microgadus proximus)
iqallug,fish; salmon
iqallupig,dolly varden (Salvelinus malma)
iqanengenaagh,arctic staghorn sculpin (Gymnocanthus tricuspis)
iqangwaagh,slob; slovenly person; dirty person
iqa,dirt
iqarwa,much dirt; dirty person (children's term)
iqeghtagh,color; coloration
iqeghta,hard wood (perhaps birch) used for seal hooks
iqeghutagh,rope used to tether a dead walrus
iqekestaaghhagh*,narrow thing
iqekestaagh,narrow thing
iqelqugh,little finger
iqe,lower cheek; corner of mouth
iqetutale,width
iqezegagh,skin and blubber from corner of whale's mouth
iqezeghagh,skin and fat (mangtak) from corner of whale's mouth
iqlengasag,liar
iqmiqagh,ornamentlike appendage hanging from the side of the mouth of an auklet
iqreg,tip of pointed object; point; little bit
iqsag,fish hook
iqug,end; tip
iqukligh,the one at the end
iquklighpigagh,the very end
iqukngitagh,clothes placed next to one lying down for warmth or to block a draft
iqukngwaagh,end or edge piece trimmed off of something
iqukrug,the very end
iquslegh,bent grass stuck to the ground; matted grass
iquyagh,piece of ivory between harpoon point and shaft; type of clam
isavghagh,person moving a boat on sea ice using a small sled
itagtagh,something saved (as for later use or for a special occasion)
itegagh,foot 
itegayaagh,slipper
itegherqi,lunch; dinner
iteghvig,entrance; opening for something to go in
itegmignagh,ball game; soccer
itegmilqutaghagh,newlyfallen snow
iteg,toecap of skinboot
itegsinegh,skin and blubber at crease of whale tail; whale fluke used as pretend whale (by children?)
itemquusigh,screwdriver
itenwaati,person living with a family not his/her own; lodger; tenant
itinegh,ice protuding out beneath the water's surface from the bottom of a floe or ice field
itug,milk (of cow, dog, seal, walrus, but not human)
ivaghniighta,hunter
ivaghullug,prayer song sung by or for boat captain at whaling time
ivaghutagh,prayer song sung by or for boat captain at whaling time
ivalungqughrug,tendon
ivalu,sinew
ivenrughta,person who operates outboard motor
ivenruute,outboard motor
ivgaghnegh,wind blowing around a cliff or from the side; ocean ice that goes around Northwest Cape on St. Lawrence Island; east and north wind
ivgaghutkagh,ice that flows from the south in spring when sea is mostly icefree
ivgheghrug,wind at cliff coming from various directions
iviigh,a certain ceremony after a whale has been caught in which a group of clan women sing
iviighute,ceremonial song sung after a whale has been caught
ivilengestagh,razor clam shell
ivilu,clamshell; clam
ivi,one of a group of clan women sitting in front of the captain's house and singing whaling songs
ivisa,flounder; halibut
ivrestuune,grindstone; sharpener
iyagh,design; tattoo (especially on a man's arm after he has caught a whale); book; schooling
iyaghvig,school
iyarutaagh,drill
iyataghnagh,famine
iyegaata,eyeglasses
iyegaateleg,spectacled eider (Somateria fischeri)
iyeksag,starfish
iyellug,eye trouble; diseased or otherwise bad eye
iyem qalighaga,cornea
iye,eye; eye of a needle
iyetagh,smokehole in roof of house
iyevleghute,ring around the eye or dot above the eye (usually of a dog)
kaagkagh,crown of head
kaagusigh,club (for striking or hitting)
kaakwagh,broken ice
kaalghutagh,cow shed; barn
kaalguusigh,hauling rope
kaalguutagh,hauling rope
kaalguute,hauling rope
kaame,chewing gum
kaamwaagh,coltsfoot plant (Petasites frigidus)
kaangqugh,core of tree; knot in wood; leader of village, group, etc.; headquarters
kaangugh,snow goose (Chen caerulescens)
kaapelqagh,dish made with chopped frozen greens, shortening, and sugar
kaapenta,carpenter
kaaputfig,electric outlet
kaasilghagh,mortar
kaasitagh,pestle
kaaslaampe,gas lamp
kaatqaghtamalghii,hot-tempered, irascible person
kaavlag,bearberry (Arctostaphylos sp.)
kaawe,cow
kaawasaki,old type of motorized boat; Kawasaki brand or type motorized vehicle
kaawhtaate,club (for striking or hitting)
kaaw,cow
kaawranegh,small chunk of ice remaining when sea has become mostly icefree, resulting from crushing or shattering in late spring; brash ice (?)
kaaykaavrag,hermit crab (Pagurua ochotensis, Elassochirus tenuimanus, or Eslassochirus cavimanus)
kafsag,shuffling sound; crinkling sound; rustling sound
kaftekrag,hail
kagag,hollow sound such as that made by whales blowing
kagerghu,hard crust on snow
kagimkagh,something that has been crumbled; sugar
kagimlegh,crushed ice in shore lead which is hard for boat to pass through; dense brash ice in shore lead
kagimleghwaagh,crushed ice in shore lead which is hard for boat to pass through; dense brash ice in shore lead
kagimquusigh,crushing device
kagpesqwaagh,very small opening; narrow bore rifle
kagpestaaghhagh*,narrow opening or other such thing
kagpestaagh,narrow opening or other such thing
kagsagute,whip
kakafketagh,one who panics easily
kakagh,woman's underpants; fancy panties
kakegllugiitagh,handkerchief; tissue
kakegllug,runny mucus; snot
kakeg,apex or uppermost part where roof poles meet and are lashed together in the traditional dome-shaped house, the mangteghapik
kakegsug,the tip of something
kakiigh,fish spear; fork
kaki,heavy cloth
kakiqraasigh,awl
kalanta,calendar
kalefkagnagh,snow into which sled runners can sink while traveling
kaleftagh,small plain (running?) stitch
kalere,color
kalevnagh,snow into which sled runners can sink while traveling
kalile,dalmation dog
kallagnegh,drumbeat; rhythm
kalleghta,a certain ball game
kallug,thunder
kalngagagh,storage bag; burlap sack; gunny sack
kalngag,sealskin bag; shark
kalngagtagh,backpack
kalngapegagh,cloth bag
kaluka,large knife used for butchering whales
kamagragh,elephant
kamagriitagh,whip used to drive a reindeer herd
kamagrite,mammoth; mastodon; buried tusk of mammoth or mastodon
kameg,skin boot, mukluk
kamegtaagh,ceremonial object of bone shaped like tip of whale fluke
kamekrug,winkle; whelk
kamepig,woman's knee-high winter boot with bleached sealskin top
kameraagh,rubber boot; shoe
kamguslug,person who runs errands; errand boy
kamulugagh,wornout skin-boot
kanagagh,shin; tibia
kanagalqwaagh,fibula
kanagayaagh,shin-high skin-boot
kanaghtaaghvig,prison
kanaghtagh,food put into a container to ferment
kanaghutagh,sleeping bag
kanalighnegh,lower part or end
kanavagh,west; west wind
kanegh,frost
kangegh,under hair; inner bird down; cause; heart of the matter; principle behind something
kangghalug,elation
kanggha,excitement; elation; mirth; joy
kangghug,crunching noise; rales (raspy scraping sounds made when lungs are full of fluid)
kangghwaag,old squaw duck (Clangula hyemalis)
kangighagh,corner; cove; inlet
kangighite,bight in ice; icefree cove in shore ice or in large ice floe
kangigh,indentation on shoreline; loop at end of rope
kangightellegh,knot used to make loop at end of rope; bowline
kangightillegh,knot used to make loop at end of rope; bowline
kangiqligh*,thing at inner end; wisdom tooth; molar
kangisqagh,back of sled
kangita,wedge shaped open water to the side of where pack ice touches shore ice
kangite,end of openwater cove or open lead in ice; edge of open water within the ice
kangkasigh,whirlwind
kangkasighpag,tornado; cyclone
kangpese,compass
kangqwaagh,small pieces of ice in the sea loosely clustered together; shuga (?)
kangraag,crunching, squeaky, raspy, grating noise
kangulga,south polar skua (Catharacta maccormicki)
kanivaate,diaphram (anatomical)
kanti,candy
kanug,blood spot or streak
kanuka,large knife used for butchering whales
kanuyaaghrug,gun cartridge shell
kanuye,copper
kapeghtisigh,blubber pounder
kapeqengeltagh,dotted material; paresthesia ("pins and needles" feeling in flesh)
kapeqlag,dotted thing
kapesegag,parka made from red-dyed reindeer skin worn over woman's overalls
kapsag,crunching noise; rustling sound
kaputaghagh,short-tailed shearwater (Puffinus tenuirostris)
kaputagh,awl
karge,hole in garment
kaspenegh,one of the eight seams of the aagra, the insulated inner room of traditional dome-shaped house
kaspig,overlapping upended and angled piece of thin ice frozen into the sea ice surface; roofing shingle
kaspigpag,large overlapping upended and angled piece of thin ice frozen into the sea ice surface
kaspikengeltagh,small overlapping upended and angled piece of thin ice frozen into the sea ice surface
kasugnagh,rough splashing water that one goes through by boat; swells that hit the side of a boat spraying water in
kasugute,club for hitting
katagvig,dump
katamngwaagh,something that is just right; something that fits perfectly
kateqnegh,herd of walrus in water
kavenghu,kind of fish called "lake loach"
kavighrug,reddish thing
kavighute,red dye; alder bark used to dye skin red
kavighyaag,ochre
kavighzig,pink color; light reddish color
kaviighagh,young fox
kaviigh,fox; especially arctic or white fox (Alopex lagopus)
kaviipig,red fox (Vulpes fulva)
kavillegh,egg yolk
kavilngugh*,red thing; the color red
kavimsiigh,orange color
kaviqrag,red dot; measles
kavirrakegtagh,bright red color
kavisengwaagh,men's knee-high, fur-side in, red-colored summer boot; brick
kavitaraag,reddish thing; reddish dog
kavleg,loud clicking, clattering or knocking sound or noise
kawaagh,skin of  young bearded seal
kayaagh,biceps
kayanagh,chaos
kayanqute,something to be added
kayanqutkaghqagh,something to be added; trim material
kayengenghaghhagh,sculpin
kayengestagh,small fish of some type
kayiipa,store-bought bread; flat cake; doughnut
kayngaaghagh*,brown bear cub
kaynge,brown bear (Ursus arctos)
kayngutagh,timid person
kayu,sculpin; bullhead; any ocean fish (especially in the sculpin family)
kayupig,Pacific staghorn sculpin (Leptocottus armatus)
kayusillegh,grace
kayute,helper; aid
kaziva,religious ceremony
kazivute,leather strap for lashing; sinew band holding skin on drum frame
kegaraate,slashes, two, made through skin in crown of head of caught walrus or bearded seal for attaching a rope
kegarangigh,surf smelt
keleghvig,groove around the rim of a drum for the thong which holds on the drumskin
kelengakista,guard; watchman; babysitter
kelevleg,male ribbon seal (Phoca fasciata)
kelgunegh,animal that is wary (because of being shot at or the like)
keligraasigh,scraper; rake
kelillegh,scrapings, especially the material scraped from the inside of a pipe and then added to tobacco
kellaageg,clock
kellaag,clock
kellighinagh*,open water between ice in the ocean; polynya
kellii,sea; ocean; the ocean
kelugilngugh*,thin stitch
kelug,stitch
kelulghute,rope attached to the foundation of a winter house
kelulighagh,beam in the frame of the aagra, the insulated inner room of traditional dome-shaped house
kelulighnegh,area seen from the sea
kelu,area behind building; area back from shore; back area of room or house opposite the entrance
kelusiqagh,dry walrus skin which is used to cover the summer house
kelute,area behind building; area back from shore; back area of room or house opposite the entrance
keluvagh,area far to the back 
kelwaya,traditional Chukchi ceremony
kemaglug,sea vegetable
kemagnagh,lung
kemeghqegkagh,dish of cooked, boned, and flaked salmn meat mixed with whipped sea mammal oil (and optionally berries)
kemegmig,underwear
kemeg,flesh; skin; relative(s) (one's own "flesh and blood")
kemegtungigh,shrimp or shrimplike creature
kemekrag,meat; piece of meat; relative; kin
kemengqug,male underwear
kemgenu,string of beads
kemkeghnag,tiny pinkish-orange sea vegetable, sometimes called "sea carrot"
kemkelleghagh,food particle between teeth
kemkeme,food made of reindeer tallow and meat
kemkiilisigh,toothpick
kemkiilite,toothpick
kenegh,fire; electric light; electricity; light, lamp
kenelghutag,lamp (kerosene burning or the like)
keneqetaagheg,lamp, lantern
kenghhwaatagh,light for the outer room (as of a traditional style house)
kenghhwagh,ceremonial oil lamp; ceremonial fire
kenghwaagh,night lamp
ken'gughaasigh,chisel
kenigh,skirt of parka or dress
kenilegh,passage, cleared of shore ice, for boats to go out to sea; boat path or launching place (on sea ice)
keniqaate,knob (originally ivory, now also metal) on shaft of harpon to which line from harpoon head is attached; cervical vertebra
kenle,end; source; reason behind something; boundary; limit; edge
kenlugh*,opposite; contrary; least expected thing
kenluqsagnegh,one who is stingy; one who limits his actions excessively; one who hesitates; one who is overly cautious
kenmaangqagh,water behind shore line caused by high waves flooding area; lagoon
kenmawe,transverse narrow strip of wood in frame of the aagra, insulated inner room of traditional dome-shaped house
kennatagh,small lamp/stove used in outer room of the traditional dome-shaped house, the mangteghapik
kenugilgnugh*,round needle
kenug,edge; ridge
kenuketagh,plug; stopper used for sealskin pokes, floats, holes in a boat, etc.
kenukutagh,plug; stopper used for sealskin pokes, floats, holes in a boat, etc.
kenuleg,three-cornered skin-sewing needle; type of codfish
kepellegh,tub
kepliigh,bangs of hair
kepsiigalngugh*,shrimp type (small)
kepusigh,rotary electric saw; "skilsaw"
kestisigh,the act or art of counting; number; numeral
kestusigh,numeral; number
ketanqusnagh,running fast
kete,area in front; area towards water (ocean); entrance to the aagra, the insulated inner room of traditional dome-shaped house
ketligh,neighbor living toward the south; one sitting nearer to exit
ketmute,out to sea; outwards; toward water; toward exit; away from shore (into the sea)
ketngig,heel
ketngigpallugh,high-heeled shoe
ketngiitet,Achilles tendon
ketsighagh,pole holding the reindeer hide curtain of the aagra, the insulated inner room of traditional dome-shaped house
kevgaaslug,errand runner
kevgaayugnegh,obliging person
kevigh,container made from part of large intestine of reindeer
kevighqagh,part of large intestine of reindeer; container filled with meat for eating later; downfilled comforter
keviigh,homemade reindeer sausage
keviite,moss insulation
keviqaatagh,meat stored by being stuffed in a skin sack
kewaaye,special dish or meal for ceremony; tasty food
kewaayi,special dish or meal for ceremony; tasty food
kezemagh,only child; person who is alone (especially one alone in the wilderness)
kezemtagh,animal that is alone
kighagh,double layered ice
kiighmig,middle layer (especially of clothes)
kiigh,space between things; interstices
kiighutragh,layer of something
kiighwyagh,aurora; northern lights
kiig,summer
kiigtagh,thing of last summer
kiilqusigh,all summer
kiingngwaag,game of tag
kii,wound
kiipeklag,freckle
kiitmig,lowbush cranberry (Vaccinium vitus-idaea)
kiivnegh,sediment
kiivnite,slush snow in sea water impeding boat travel and sometimes sinking  below the surface or even to the shallow bottom near the shore 
kiiwagh,little river; creek
kiiweg,river
kiiwhtagh,dolly varden trout (Salvelinus malma)
kiiwna,that one further in; that one toward the northeast; that one toward Savoonga from Gambell; one at far end
kiiw,river
kiiyeghwagh,brook; stream
kiksag,ice creeper
kilgaa,tundra; wilderness; uninhabited area; the wilderness
kilgaantagh,small islands that are far from mainland, a little ways offshore
kiligh,wound; cut
kimaawinagh,something that delays one)
kineghtagh,dried meat; dried fish
kingite,youngest child
kingug,worm; maggot; "sand mason"; krill
kinguligh*,descendant
kingulighpigagh,the very last one
kinguliighagh,younger generation
kingulileg,hind leg of quadruped
kingumegta,last whale migrating in a particular season
kingunegh,descendant
kingu,rear; back; time after
kingupag,tube of "sand mason" (a type of worm)
kinguyag,stern of boat
kingwaagh,third of three floats of whaling gear
kir'pisa,Russian brick tea
kirwaayulga,bag with shoulder strap
kisaate,rock weight tied hanging from and holding down the walrus hide roofing of the traditional dome-shaped house, the mangteghapik
kiti,cat, kitty
kiwalighpigagh,very southernmost area
kiwavagh,east, northeast
kiyaghfig,house; dwelling; camp
kiyaghnegh,way of life; God
kiyaghtaalleghqagh,everything necessary for living
kiyaghute,pupil of eye
kufillegh,coffee dregs
kufi,coffee
kugaagh,commote murre (Uria aalge)
kugegh,brother of female
kukawe,tripod
kukikrag,grapnel hook; treble hook
kukilnge,chain with hook at end for hanging a pot over a seal oil lamp
kukingqugh,ivory hook; hook on hooked device, angalqataq, for seals; hook on fishing lure
kukise,cookie
kukrag,person who is clumsy and slow to learn or perform
kukupagaghagh,young ribbon seal (Phoca fasciata)
kukupag,female ribbon seal (Phoca fasciata); ribbon seal
kulusigh,chunk of ice in sea, seen early in season, blue in color, rounded by water action, arises from old pack ice; iceberg (though not from glacier)
kulusim qawaaga,Ross's gull (Rhodostethia rosea)
kumaghraasigh,alcohol primer for kerosene pressure device
kumag,louse
kumgayaagh,striped thing
kumi,cold sore
kumkelleghagh,food particle between teeth
kumkiilisigh,toothpick
kumkiilite,toothpick
kumlanegh,frozen part; permafrost
